Date,Open,High,Low,Close,Adj Close,Volume
2002-08-08,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-08-09,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-08-12,78.250000,79.925003,77.500000,317.600006,79.400002,37820
2002-08-13,80.000000,80.750000,77.550003,312.799988,78.199997,32556
2002-08-14,77.400002,77.400002,72.000000,292.100006,73.025002,118648
2002-08-15,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-08-16,75.525002,75.525002,72.000000,290.799988,72.699997,103596
2002-08-19,74.000000,74.000000,70.150002,282.200012,70.550003,34996
2002-08-20,71.550003,77.974998,70.849998,292.100006,73.025002,821208
2002-08-21,73.849998,78.500000,73.250000,306.500000,76.625000,630412
2002-08-22,80.000000,83.250000,79.099998,318.500000,79.625000,1821352
2002-08-23,80.750000,87.199997,78.500000,339.600006,84.900002,1396716
2002-08-26,85.449997,86.750000,83.550003,338.000000,84.500000,570800
2002-08-27,85.500000,88.750000,81.550003,328.299988,82.074997,1022868
2002-08-28,80.000000,83.449997,80.000000,328.700012,82.175003,393408
2002-08-29,82.000000,83.900002,81.550003,329.600006,82.400002,302840
2002-08-30,82.949997,91.500000,82.650002,352.299988,88.074997,1118864
2002-09-02,88.949997,92.199997,88.000000,355.700012,88.925003,719892
2002-09-03,88.949997,89.349998,84.074997,338.399994,84.599998,209904
2002-09-04,83.000000,87.449997,82.650002,347.000000,86.750000,421824
2002-09-05,88.349998,89.500000,85.125000,343.100006,85.775002,277544
2002-09-06,85.199997,86.400002,82.250000,332.200012,83.050003,149892
2002-09-09,84.050003,85.425003,81.050003,326.200012,81.550003,162800
2002-09-10,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-09-11,82.650002,85.449997,82.550003,336.200012,84.050003,129016
2002-09-12,85.000000,86.699997,83.599998,336.700012,84.175003,152268
2002-09-13,83.800003,83.849998,81.775002,328.399994,82.099998,68108
2002-09-16,82.974998,83.000000,79.849998,320.600006,80.150002,71968
2002-09-17,81.324997,83.625000,81.324997,331.500000,82.875000,78728
2002-09-18,82.000000,82.250000,79.500000,321.299988,80.324997,53196
2002-09-19,80.050003,82.250000,78.599998,317.799988,79.449997,98528
2002-09-20,78.650002,79.199997,76.275002,313.500000,78.375000,77700
2002-09-23,78.500000,79.000000,76.125000,306.799988,76.699997,52068
2002-09-24,75.849998,76.000000,73.500000,296.500000,74.125000,66268
2002-09-25,72.750000,75.699997,72.750000,299.000000,74.750000,67136
2002-09-26,76.474998,77.175003,75.500000,303.600006,75.900002,18132
2002-09-27,76.050003,78.000000,76.050003,307.799988,76.949997,32596
2002-09-30,76.250000,76.750000,73.150002,295.399994,73.849998,34368
2002-10-01,73.750000,75.500000,72.500000,294.500000,73.625000,43828
2002-10-02,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-10-03,74.849998,78.000000,74.849998,303.100006,75.775002,161148
2002-10-04,76.025002,76.699997,74.500000,299.299988,74.824997,57624
2002-10-07,75.250000,75.849998,74.250000,300.200012,75.050003,28832
2002-10-08,75.000000,77.400002,74.949997,306.799988,76.699997,57956
2002-10-09,77.400002,78.175003,74.625000,299.899994,74.974998,68640
2002-10-10,74.750000,75.900002,73.500000,299.399994,74.849998,54684
2002-10-11,76.500000,77.250000,76.050003,304.799988,76.199997,62548
2002-10-14,77.550003,78.000000,75.550003,302.700012,75.675003,48148
2002-10-15,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-10-16,77.449997,77.849998,75.500000,302.899994,75.724998,75408
2002-10-17,75.724998,76.349998,74.875000,303.700012,75.925003,45112
2002-10-18,77.050003,80.000000,76.849998,312.299988,78.074997,202820
2002-10-21,79.250000,81.199997,78.400002,315.200012,78.800003,148692
2002-10-22,80.099998,80.099998,75.250000,303.000000,75.750000,78616
2002-10-23,76.474998,77.199997,75.050003,302.200012,75.550003,59104
2002-10-24,76.000000,76.500000,73.550003,296.100006,74.025002,56240
2002-10-25,74.324997,74.324997,72.099998,291.700012,72.925003,31716
2002-10-28,72.250000,73.000000,71.099998,286.500000,71.625000,38740
2002-10-29,70.199997,72.949997,70.199997,289.600006,72.400002,39748
2002-10-30,73.349998,74.800003,72.599998,294.200012,73.550003,45716
2002-10-31,73.750000,75.000000,73.500000,298.899994,74.724998,33428
2002-11-01,75.000000,76.050003,73.250000,294.799988,73.699997,57964
2002-11-04,75.300003,75.500000,74.550003,299.799988,74.949997,27192
2002-11-05,75.500000,76.000000,73.000000,294.200012,73.550003,25152
2002-11-06,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-11-07,74.699997,77.000000,74.699997,304.700012,76.175003,66216
2002-11-08,75.000000,75.349998,74.324997,298.000000,74.500000,17540
2002-11-11,73.824997,75.349998,73.500000,294.500000,73.625000,17844
2002-11-12,73.500000,74.699997,73.000000,295.799988,73.949997,21152
2002-11-13,74.474998,74.474998,73.074997,293.000000,73.250000,20220
2002-11-14,73.500000,75.500000,73.500000,296.500000,74.125000,28776
2002-11-15,75.000000,76.050003,75.000000,303.500000,75.875000,38260
2002-11-18,76.750000,77.500000,76.000000,306.600006,76.650002,66588
2002-11-19,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-11-20,77.000000,80.000000,77.000000,318.500000,79.625000,158656
2002-11-21,81.925003,88.974998,81.425003,342.700012,85.675003,1148036
2002-11-22,87.849998,91.000000,84.000000,338.200012,84.550003,404388
2002-11-25,85.574997,86.400002,83.300003,336.399994,84.099998,109672
2002-11-26,84.949997,87.000000,83.050003,334.500000,83.625000,113692
2002-11-27,84.449997,84.925003,81.775002,329.500000,82.375000,65312
2002-11-28,83.724998,86.925003,83.724998,342.799988,85.699997,119688
2002-11-29,111.025002,111.025002,111.025002,444.100006,111.025002,0
2002-12-02,90.699997,95.500000,88.775002,377.299988,94.324997,379520
2002-12-03,92.900002,104.500000,92.900002,399.200012,99.800003,975752
2002-12-04,98.500000,102.349998,95.125000,385.200012,96.300003,599212
2002-12-05,97.775002,102.000000,95.574997,396.700012,99.175003,341784
2002-12-06,100.599998,103.474998,99.375000,407.100006,101.775002,259880
2002-12-09,102.675003,102.675003,96.000000,385.500000,96.375000,171448
2002-12-10,97.250000,101.199997,94.525002,399.799988,99.949997,209196
2002-12-11,102.000000,108.500000,101.525002,415.700012,103.925003,847752
2002-12-12,104.699997,108.000000,104.000000,419.000000,104.750000,596720
2002-12-13,105.849998,107.449997,104.500000,419.799988,104.949997,327896
2002-12-16,105.500000,106.474998,100.050003,402.100006,100.525002,210000
2002-12-17,102.199997,102.500000,98.000000,396.500000,99.125000,159188
2002-12-18,99.425003,101.300003,97.025002,391.500000,97.875000,149964
2002-12-19,98.449997,107.800003,98.250000,425.399994,106.349998,1143328
2002-12-20,107.500000,109.750000,105.074997,426.500000,106.625000,734988
2002-12-23,107.474998,107.500000,102.500000,411.799988,102.949997,286832
2002-12-24,103.500000,108.000000,103.474998,429.799988,107.449997,459248
2002-12-25,107.449997,107.449997,107.449997,429.799988,107.449997,0
2002-12-26,107.750000,111.974998,106.699997,442.899994,110.724998,738668
2002-12-27,111.324997,111.699997,107.375000,431.100006,107.775002,203564
2002-12-30,107.474998,115.750000,105.875000,457.500000,114.375000,914648
2002-12-31,115.000000,122.150002,114.500000,480.299988,120.074997,2230516
2003-01-01,119.949997,124.050003,119.525002,487.799988,121.949997,1392804
2003-01-02,123.224998,125.750000,115.775002,465.500000,116.375000,1084276
2003-01-03,120.500000,122.175003,116.824997,472.299988,118.074997,964108
2003-01-06,118.849998,120.500000,113.775002,458.100006,114.525002,989820
2003-01-07,115.849998,117.000000,112.250000,453.299988,113.324997,505176
2003-01-08,114.400002,118.199997,114.000000,469.600006,117.400002,586748
2003-01-09,117.949997,120.250000,116.800003,473.399994,118.349998,452532
2003-01-10,119.250000,119.250000,110.324997,444.500000,111.125000,368664
2003-01-13,111.125000,114.500000,108.550003,451.399994,112.849998,448284
2003-01-14,113.250000,117.449997,112.750000,455.100006,113.775002,456640
2003-01-15,115.349998,117.250000,114.000000,465.500000,116.375000,643800
2003-01-16,116.849998,120.000000,116.699997,471.299988,117.824997,804380
2003-01-17,117.050003,118.300003,114.250000,459.500000,114.875000,311344
2003-01-20,114.000000,114.500000,110.775002,444.799988,111.199997,145600
2003-01-21,112.425003,113.000000,107.525002,434.200012,108.550003,233184
2003-01-22,108.449997,111.699997,108.099998,435.100006,108.775002,170176
2003-01-23,108.000000,108.974998,103.550003,419.200012,104.800003,169372
2003-01-24,105.699997,106.400002,101.074997,406.600006,101.650002,312512
2003-01-27,100.949997,100.974998,92.650002,377.000000,94.250000,204388
2003-01-28,99.000000,101.199997,93.949997,402.799988,100.699997,480736
2003-01-29,102.000000,102.349998,96.525002,390.899994,97.724998,273400
2003-01-30,98.699997,102.375000,97.800003,396.600006,99.150002,345328
2003-01-31,98.250000,100.000000,95.750000,386.100006,96.525002,167996
2003-02-03,97.949997,105.349998,97.500000,418.500000,104.625000,381752
2003-02-04,106.000000,106.875000,100.150002,405.000000,101.250000,261480
2003-02-05,99.500000,101.000000,97.750000,397.600006,99.400002,131340
2003-02-06,98.949997,101.699997,98.500000,401.500000,100.375000,153844
2003-02-07,101.000000,103.925003,99.099998,399.000000,99.750000,243228
2003-02-10,100.000000,100.625000,96.500000,388.200012,97.050003,99784
2003-02-11,96.449997,99.500000,95.500000,384.299988,96.074997,129840
2003-02-12,96.900002,97.000000,94.125000,378.200012,94.550003,105892
2003-02-13,94.550003,94.550003,94.550003,378.200012,94.550003,0
2003-02-14,94.449997,95.000000,89.500000,360.200012,90.050003,141580
2003-02-17,91.849998,96.000000,91.849998,382.399994,95.599998,157536
2003-02-18,96.650002,97.849998,94.275002,379.899994,94.974998,129108
2003-02-19,96.750000,97.000000,94.800003,380.299988,95.074997,80792
2003-02-20,95.449997,95.500000,92.074997,379.799988,94.949997,121084
2003-02-21,96.000000,96.000000,92.500000,371.700012,92.925003,78740
2003-02-24,94.349998,95.349998,93.275002,375.399994,93.849998,49224
2003-02-25,90.125000,93.000000,90.000000,366.700012,91.675003,66228
2003-02-26,93.000000,93.500000,89.525002,360.899994,90.224998,87540
2003-02-27,89.949997,92.474998,88.000000,367.299988,91.824997,36932
2003-02-28,93.349998,97.250000,92.324997,384.600006,96.150002,117884
2003-03-03,97.949997,97.949997,94.650002,381.399994,95.349998,68616
2003-03-04,92.500000,94.000000,92.025002,369.700012,92.425003,47812
2003-03-05,93.000000,94.000000,89.050003,372.299988,93.074997,100816
2003-03-06,92.500000,92.500000,89.525002,360.899994,90.224998,43052
2003-03-07,89.525002,90.449997,87.500000,351.399994,87.849998,69724
2003-03-10,87.300003,88.500000,81.125000,326.600006,81.650002,95488
2003-03-11,80.949997,84.875000,79.974998,337.000000,84.250000,127576
2003-03-12,83.000000,86.000000,82.199997,329.899994,82.474998,126772
2003-03-13,82.375000,85.000000,81.974998,335.799988,83.949997,69176
2003-03-14,83.949997,83.949997,83.949997,335.799988,83.949997,0
2003-03-17,84.474998,86.324997,80.000000,333.299988,83.324997,131344
2003-03-18,83.324997,83.324997,83.324997,333.299988,83.324997,0
2003-03-19,86.449997,87.500000,83.099998,334.200012,83.550003,75784
2003-03-20,83.125000,86.050003,82.550003,341.799988,85.449997,113488
2003-03-21,85.650002,87.500000,84.900002,346.799988,86.699997,83664
2003-03-24,86.775002,86.775002,82.525002,331.799988,82.949997,45368
2003-03-25,81.000000,82.500000,80.050003,328.200012,82.050003,61824
2003-03-26,82.949997,84.550003,80.250000,323.600006,80.900002,91884
2003-03-27,80.849998,81.750000,80.150002,322.899994,80.724998,110792
2003-03-28,80.550003,83.050003,80.074997,323.299988,80.824997,28380
2003-03-31,79.750000,79.750000,76.000000,305.399994,76.349998,43660
2003-04-01,75.949997,79.000000,75.949997,308.899994,77.224998,44572
2003-04-02,78.000000,80.449997,76.500000,319.799988,79.949997,34376
2003-04-03,81.000000,82.849998,80.500000,327.200012,81.800003,55000
2003-04-04,80.025002,85.449997,80.025002,339.799988,84.949997,112556
2003-04-07,85.949997,88.824997,85.000000,353.200012,88.300003,138376
2003-04-08,85.000000,88.224998,83.775002,337.200012,84.300003,68644
2003-04-09,83.500000,84.000000,81.500000,329.000000,82.250000,47204
2003-04-10,81.625000,81.625000,75.500000,305.000000,76.250000,141284
2003-04-11,73.000000,80.500000,71.000000,300.899994,75.224998,104156
2003-04-14,75.224998,75.224998,75.224998,300.899994,75.224998,0
2003-04-15,77.500000,78.724998,74.550003,301.399994,75.349998,69284
2003-04-16,75.974998,76.849998,73.500000,297.899994,74.474998,44484
2003-04-17,74.500000,75.000000,71.000000,286.799988,71.699997,49060
2003-04-18,71.699997,71.699997,71.699997,286.799988,71.699997,0
2003-04-21,73.500000,74.449997,71.500000,288.500000,72.125000,45724
2003-04-22,72.474998,74.000000,71.750000,288.399994,72.099998,43508
2003-04-23,73.449997,73.849998,70.500000,284.000000,71.000000,72744
2003-04-24,71.349998,72.425003,69.275002,278.700012,69.675003,63952
2003-04-25,70.349998,71.000000,69.000000,281.000000,70.250000,62404
2003-04-28,70.849998,71.500000,70.349998,282.100006,70.525002,35972
2003-04-29,71.849998,72.500000,69.699997,280.100006,70.025002,36700
2003-04-30,69.300003,69.875000,67.500000,271.799988,67.949997,51816
2003-05-01,67.949997,67.949997,67.949997,271.799988,67.949997,0
2003-05-02,68.000000,68.349998,66.500000,267.399994,66.849998,78056
2003-05-05,69.000000,72.000000,68.000000,280.100006,70.025002,142168
2003-05-06,70.750000,72.625000,70.500000,285.799988,71.449997,129684
2003-05-07,72.000000,73.000000,71.050003,285.100006,71.275002,70408
2003-05-08,71.275002,74.900002,71.099998,286.500000,71.625000,140224
2003-05-09,72.300003,72.300003,68.500000,274.899994,68.724998,63284
2003-05-12,70.849998,70.849998,67.500000,273.899994,68.474998,51444
2003-05-13,69.349998,70.250000,68.849998,277.399994,69.349998,64496
2003-05-14,69.750000,71.449997,69.750000,282.299988,70.574997,52672
2003-05-15,68.000000,70.750000,68.000000,281.700012,70.425003,43820
2003-05-16,71.000000,71.974998,69.500000,285.200012,71.300003,80784
2003-05-19,72.800003,74.750000,70.050003,281.799988,70.449997,104824
2003-05-20,69.500000,70.800003,69.500000,279.799988,69.949997,51984
2003-05-21,70.849998,71.625000,69.500000,278.299988,69.574997,53720
2003-05-22,69.550003,70.500000,68.050003,273.399994,68.349998,45152
2003-05-23,69.699997,69.699997,67.250000,270.799988,67.699997,55900
2003-05-26,66.800003,68.699997,63.750000,256.700012,64.175003,89116
2003-05-27,63.000000,65.449997,59.525002,240.899994,60.224998,123880
2003-05-28,61.450001,63.650002,60.500000,244.199997,61.049999,107972
2003-05-29,61.500000,62.500000,61.000000,245.899994,61.474998,85880
2003-05-30,61.500000,62.500000,59.500000,241.399994,60.349998,110384
2003-06-02,61.000000,64.449997,61.000000,247.600006,61.900002,157356
2003-06-03,62.400002,63.599998,62.000000,250.199997,62.549999,67400
2003-06-04,62.750000,64.625000,62.750000,255.899994,63.974998,83952
2003-06-05,66.000000,67.750000,65.000000,262.799988,65.699997,150632
2003-06-06,66.400002,68.750000,66.175003,272.399994,68.099998,125472
2003-06-09,67.550003,71.500000,67.500000,284.399994,71.099998,164736
2003-06-10,71.000000,71.699997,67.500000,270.799988,67.699997,137640
2003-06-11,68.349998,70.375000,68.000000,274.000000,68.500000,49184
2003-06-12,69.000000,71.000000,69.000000,279.100006,69.775002,70204
2003-06-13,70.500000,70.500000,69.099998,277.200012,69.300003,85356
2003-06-16,69.250000,71.250000,68.000000,279.299988,69.824997,98764
2003-06-17,70.125000,71.724998,70.000000,281.799988,70.449997,118556
2003-06-18,70.974998,71.375000,69.525002,278.899994,69.724998,44232
2003-06-19,70.349998,71.000000,69.500000,278.000000,69.500000,48712
2003-06-20,70.500000,70.500000,68.525002,274.799988,68.699997,57144
2003-06-23,69.900002,73.449997,69.750000,284.100006,71.025002,123600
2003-06-24,70.000000,72.000000,69.574997,279.399994,69.849998,56164
2003-06-25,70.500000,71.925003,70.000000,282.000000,70.500000,58008
2003-06-26,70.949997,76.000000,70.925003,302.899994,75.724998,361064
2003-06-27,77.000000,86.000000,77.000000,336.399994,84.099998,627344
2003-06-30,85.349998,93.974998,85.050003,365.600006,91.400002,551904
2003-07-01,92.974998,93.250000,87.000000,351.600006,87.900002,211360
2003-07-02,90.000000,91.250000,83.525002,337.299988,84.324997,194332
2003-07-03,86.300003,89.400002,84.050003,338.899994,84.724998,268488
2003-07-04,83.500000,86.500000,82.750000,337.899994,84.474998,101268
2003-07-07,85.849998,89.000000,84.500000,350.899994,87.724998,162620
2003-07-08,90.250000,91.449997,88.650002,358.000000,89.500000,185824
2003-07-09,91.000000,91.000000,87.025002,350.100006,87.525002,93236
2003-07-10,89.349998,96.500000,89.349998,378.500000,94.625000,458148
2003-07-11,93.500000,101.150002,93.500000,381.200012,95.300003,436256
2003-07-14,96.550003,98.974998,95.000000,381.299988,95.324997,118532
2003-07-15,94.900002,95.699997,88.949997,363.600006,90.900002,137956
2003-07-16,91.500000,93.250000,88.925003,364.399994,91.099998,81248
2003-07-17,91.849998,93.500000,89.550003,361.100006,90.275002,149524
2003-07-18,89.500000,91.000000,86.025002,356.899994,89.224998,112760
2003-07-21,90.449997,91.949997,89.000000,357.299988,89.324997,100404
2003-07-22,89.000000,92.875000,87.500000,368.399994,92.099998,167960
2003-07-23,95.000000,95.949997,91.500000,372.700012,93.175003,118656
2003-07-24,94.175003,95.500000,92.500000,373.000000,93.250000,77916
2003-07-25,93.500000,98.300003,93.000000,386.200012,96.550003,253384
2003-07-28,98.000000,106.375000,98.000000,415.399994,103.849998,509592
2003-07-29,104.849998,109.000000,104.500000,428.700012,107.175003,415416
2003-07-30,108.500000,113.750000,108.500000,443.500000,110.875000,329188
2003-07-31,110.699997,111.750000,105.000000,428.399994,107.099998,219040
2003-08-01,110.125000,128.500000,108.775002,498.899994,124.724998,1611452
2003-08-04,126.500000,127.000000,120.750000,485.299988,121.324997,599536
2003-08-05,122.849998,127.000000,116.500000,468.899994,117.224998,322908
2003-08-06,116.000000,121.500000,114.500000,470.899994,117.724998,336936
2003-08-07,119.000000,137.500000,119.000000,523.500000,130.875000,1087140
2003-08-08,132.949997,140.000000,132.550003,545.500000,136.375000,775028
2003-08-11,134.949997,137.750000,133.500000,547.200012,136.800003,373144
2003-08-12,132.625000,136.000000,129.550003,524.500000,131.125000,226348
2003-08-13,132.750000,138.000000,130.949997,528.900024,132.225006,285288
2003-08-14,132.500000,136.000000,128.024994,517.900024,129.475006,168552
